246,285,7,17
246,285,7,17
246,283,7,17
246,280,7,17
246,279,7,18
246,278,7,18
247,278,7,18
246,277,7,18
245,275,7,18
245,281,7,18
245,283,7,18
245,284,7,18
245,288,7,18
245,291,7,18
245,283,7,18
245,284,7,17
245,284,7,17
246,278,6,16
246,278,6,15
246,284,6,15
246,285,6,16
246,286,6,16
246,291,6,15
247,288,6,15
246,280,6,15
246,275,6,15
246,275,6,15
246,277,6,15
246,279,6,15
247,281,6,15
247,287,6,15
247,293,6,16
249,293,6,15
250,294,6,15
251,295,6,15
252,295,6,15
253,296,6,15
252,289,6,16
252,289,6,15
253,288,6,15
253,288,6,16
253,288,6,16
253,287,7,17
253,289,6,16
254,291,6,16
254,307,6,16
254,309,6,16
254,308,6,16
254,310,6,16
254,311,6,16
254,314,6,16
253,316,7,17
254,320,7,17
254,323,6,16
254,325,6,16
254,325,6,16
254,326,7,17
254,325,7,17
253,325,7,18
253,325,7,18
253,326,7,18
252,329,7,18
252,332,7,19
253,332,7,19
253,332,7,19
253,332,7,18
253,331,7,18
253,330,7,18
253,328,7,18
252,329,7,18
253,328,7,17
253,328,6,16
253,323,6,16
253,326,6,16
253,327,6,15
253,326,6,16
253,326,7,17
253,326,6,16
253,326,6,16
253,326,7,17
253,325,7,17
253,325,7,18
253,325,7,18
253,326,7,17
253,326,7,17
254,325,7,17
254,325,7,18
254,324,7,18
254,323,7,19
254,324,7,19
254,324,8,20
254,325,8,20
255,325,7,19
254,323,7,18
254,323,7,18
254,323,7,18
254,325,7,18
254,326,7,18
254,326,7,19
254,324,7,19
254,323,7,19
254,325,7,19
254,325,7,19
255,324,7,19
255,324,7,19
255,325,7,19
255,325,7,18
254,325,7,18
254,323,7,18
254,323,7,18
254,324,7,18
254,324,7,18
254,324,7,18
254,325,7,18
254,324,7,18
254,325,7,18
253,325,7,18
254,324,7,18
254,324,7,18
254,323,7,18
253,324,7,18
